-0.0033514202	0.001477696	0.031895936	0.056307957	-0.058143437	-0.044480056	0.040367953	0.056081176	-0.031346425	-0.023521073	0.046128154	-0.009584196	-0.028353833	0.040962823	-0.030376002	-0.01135011
0.29702833	-0.47367507	-0.25397098	-0.44871953	0.42199597	0.8069124	0.1122981	0.1840683	0.24948093	0.17759416	-0.35004222	-0.27131295	0.12543741	-0.1410809	0.0155885685	0.41984767
0.33907372	-0.61451554	-0.15926461	-0.3876874	0.44076416	0.74636054	0.079856254	0.17680307	0.1679679	0.2550109	-0.44813976	-0.3329049	0.24244033	-0.14772828	0.059792023	0.5536063
0.4756672	0.0034069114	-0.35476312	0.2320409	0.6654814	1.0404011	0.6019993	-0.09167294	0.86836016	0.3181515	-0.12861417	-0.5565511	0.49137473	0.26205224	-0.3212975	-0.05849556
0.271553	-0.6138617	-0.17154802	-0.3518165	0.3971331	0.86381245	0.14595589	0.25264582	0.22192137	0.1899705	-0.37483123	-0.34402972	0.36437318	-0.14601508	0.080335684	0.4676462
0.15642653	-0.28602064	-0.05576146	-0.15361382	0.17199543	0.5008305	0.086196944	0.06856105	0.09189658	0.19751549	-0.19647358	-0.19820578	0.16463438	-0.079624906	0.16041762	0.32444248
0.18186904	-0.511604	-0.16232048	-0.282468	0.3211004	0.7832508	0.11156931	0.23979568	0.30141875	0.15507929	-0.29580635	-0.26211637	0.19264112	-0.15206024	0.08698755	0.3620796
0.28314808	-0.0054297284	-0.16017722	0.21554819	0.6801569	0.8513259	0.35723695	-0.01939418	0.6365161	0.2444966	0.106177084	-0.6931873	0.39718008	0.29001373	-0.24212062	0.14506884
0.030916605	-0.039592702	0.036458302	-0.0852233	0.05948501	0.09300513	0.036263913	0.0517358	0.08477754	0.073830575	0.0051999474	0.00838035	0.08876112	-0.06551837	-0.040591717	0.06969315
0.23904368	-0.5219389	-0.10659786	-0.4090128	0.44354025	0.8570131	0.1756588	0.09839243	0.2782453	0.2898616	-0.40364704	-0.27835706	0.375804	-0.06949733	0.091296285	0.54708654
0.2895314	0.05267989	-0.4397141	-0.068560906	0.80849797	0.93249935	0.579227	0.013366115	0.987255	0.4439434	0.03881999	-0.8577896	0.4751456	0.42932245	-0.15442	-0.13778186
0.25529033	-0.56464034	-0.14144142	-0.38995212	0.37930763	0.8955565	0.12921225	0.16015747	0.30116406	0.22575374	-0.3865395	-0.4327687	0.2569636	-0.15383376	0.104578875	0.47102672
0.28206682	-0.6055366	-0.18809775	-0.34326163	0.44755003	0.8493163	0.008464686	0.23038284	0.26516417	0.26102173	-0.42327368	-0.347291	0.29010636	-0.071337625	0.062403116	0.48599073
0.19337958	-0.4750587	-0.16677953	-0.3481219	0.48267272	0.8052192	0.1338915	0.16591343	0.28613713	0.28498402	-0.43204802	-0.36431363	0.18584137	-0.14610757	0.04531056	0.39003366
0.2321405	-0.3650214	-0.06558032	-0.20388706	0.24245292	0.57792276	0.096886806	0.09245926	0.13448475	0.13423298	-0.27914336	-0.2356989	0.14978376	-0.058424015	0.07100025	0.29373017
0.3155686	-0.39363506	-0.1693105	0.03930512	0.57983476	1.1167258	0.21103188	0.0019288759	0.3572032	0.26104918	-0.2908772	-0.5270169	0.28322488	-0.019311445	-0.2140827	0.32298058
0.2539939	-0.55803454	-0.19834153	-0.41280568	0.4230864	0.79344136	0.14238629	0.22348239	0.18934529	0.28860238	-0.31082404	-0.30077466	0.20091477	-0.099610515	0.15382098	0.51328796
0.28912166	-0.51408994	-0.18896474	-0.3220874	0.4903534	0.87000823	0.0703866	0.2304648	0.27463767	0.1607957	-0.42249292	-0.33759314	0.23701027	-0.19577302	0.094376236	0.41776544
0.47744775	0.044551708	-0.44643357	0.07462066	0.9314177	0.8586391	0.6230379	0.09891484	1.0212235	0.41133738	0.19821577	-0.90755296	0.38683215	0.49126226	-0.17897739	-0.08300776
0.42479765	-0.27749074	-0.15821265	0.17086545	0.5758082	0.7567004	0.41864386	0.022214565	0.5599428	0.21363202	-0.13708492	-0.5028219	0.46054998	0.046358027	-0.24470192	0.26418278
0.25993338	-0.5743442	-0.05213998	-0.3459315	0.28866506	0.7888301	0.11253947	0.25225362	0.26230675	0.20914	-0.36344802	-0.31445077	0.15658148	-0.13543485	0.17296988	0.5582532
0.34787193	-0.5868224	-0.2482155	-0.32218447	0.43824232	0.8746643	0.12813452	0.19978017	0.30420786	0.2483278	-0.3460189	-0.3402813	0.19707698	-0.16131355	0.12087318	0.46651947
0.2026831	-0.60326666	-0.19474559	-0.3688781	0.39660063	0.8655625	0.12185346	0.16446027	0.25496194	0.2650321	-0.30560446	-0.3232837	0.26762158	-0.18669681	0.10652637	0.5327285
